player,nationality,position,team,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Antonín Barák,cz CZE,MF,Fiorentina,29-003,1994,4.0,1.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.22,0.22,1.2,1.0,0.0,25.0,0.82,0.0,0.0,0.07,-0.3,-0.3,46.0,60.0,76.7,696.0,110.0,24.0,32.0,75.0,15.0,19.0,78.9,4.0,4.0,100.0,0.0,6.0,0.0,0.0,3.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,4.91,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,78.0,1.0,7.0,32.0,40.0,6.0,78.0,57.0,4.0,5.0,0.0,65.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,3.0,2.0,60.0
Nicolò Barella,it ITA,MF,Inter,26-302,1997,14.0,13.0,1068.0,1.0,2.0,0.0,0.0,2.0,0.0,0.08,0.17,0.25,0.08,0.25,1.7,1.7,0.14,0.14,11.9,3.0,0.0,21.4,0.25,0.07,0.33,0.12,-0.7,-0.7,679.0,801.0,84.8,11154.0,4004.0,361.0,397.0,90.9,239.0,272.0,87.9,58.0,94.0,61.7,16.0,95.0,31.0,6.0,116.0,783.0,18.0,5.0,6.0,10.0,23.0,1.0,0.0,0.0,0.0,12.0,0.0,12.0,45.0,3.79,42.0,0.0,0.0,0.0,8.0,0.67,6.0,0.0,0.0,0.0,0.0,20.0,10.0,8.0,10.0,2.0,7.0,0.0,7.0,4.0,7.0,0.0,893.0,9.0,151.0,482.0,268.0,19.0,893.0,552.0,27.0,27.0,1.0,708.0,12.0,7.0,0.0,8.0,7.0,1.0,0.0,0.0,0.0,64.0,8.0,5.0,61.5
Enzo Barrenechea,ar ARG,MF,Frosinone,22-198,2001,14.0,13.0,1085.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.03,0.03,12.1,1.0,0.0,11.1,0.08,0.0,0.0,0.03,-0.3,-0.3,659.0,752.0,87.6,10766.0,2858.0,312.0,337.0,92.6,270.0,299.0,90.3,54.0,77.0,70.1,6.0,61.0,3.0,0.0,58.0,714.0,36.0,30.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,17.0,1.41,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,19.0,12.0,16.0,3.0,18.0,5.0,13.0,10.0,25.0,2.0,887.0,50.0,272.0,528.0,96.0,6.0,887.0,471.0,3.0,7.0,0.0,577.0,10.0,6.0,0.0,16.0,18.0,0.0,0.0,0.0,0.0,106.0,13.0,13.0,50.0
Davide Bartesaghi,it ITA,"DF,FW",Milan,17-342,2005,3.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,85.7,131.0,80.0,1.0,1.0,100.0,4.0,4.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,1.0,8.0,2.0,1.0,0.0,11.0,5.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Federico Baschirotto,it ITA,DF,Lecce,27-077,1996,13.0,13.0,1134.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.08,0.08,0.0,0.08,0.5,0.5,0.04,0.04,12.6,1.0,0.0,25.0,0.08,0.0,0.0,0.12,-0.5,-0.5,537.0,623.0,86.2,10318.0,3271.0,160.0,178.0,89.9,302.0,324.0,93.2,63.0,103.0,61.2,1.0,29.0,0.0,0.0,41.0,572.0,50.0,28.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,6.0,0.48,5.0,0.0,1.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,8.0,5.0,6.0,2.0,0.0,18.0,11.0,7.0,8.0,50.0,0.0,718.0,108.0,361.0,340.0,20.0,7.0,718.0,419.0,15.0,7.0,0.0,456.0,3.0,2.0,0.0,10.0,2.0,0.0,0.0,2.0,0.0,53.0,29.0,17.0,63.0
Alessandro Bastoni,it ITA,DF,Inter,24-237,1999,9.0,9.0,750.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,0.02,8.3,1.0,0.0,25.0,0.12,0.0,0.0,0.04,-0.1,-0.1,484.0,565.0,85.7,9392.0,3401.0,192.0,205.0,93.7,209.0,230.0,90.9,73.0,108.0,67.6,9.0,37.0,9.0,4.0,36.0,521.0,43.0,25.0,0.0,9.0,24.0,0.0,0.0,0.0,0.0,17.0,1.0,9.0,24.0,2.88,19.0,1.0,1.0,2.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,15.0,12.0,13.0,0.0,2.0,6.0,4.0,2.0,7.0,9.0,0.0,621.0,46.0,214.0,286.0,126.0,11.0,621.0,432.0,18.0,16.0,2.0,456.0,5.0,3.0,0.0,11.0,12.0,0.0,0.0,0.0,0.0,40.0,12.0,9.0,57.1
Simone Bastoni,it ITA,"DF,MF",Empoli,27-031,1996,5.0,1.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,90.0,68.9,1051.0,387.0,27.0,33.0,81.8,25.0,34.0,73.5,8.0,16.0,50.0,3.0,6.0,1.0,1.0,4.0,72.0,17.0,2.0,0.0,2.0,7.0,2.0,0.0,1.0,0.0,13.0,1.0,4.0,3.0,1.69,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,7.0,3.0,1.0,3.0,0.0,3.0,6.0,6.0,0.0,120.0,13.0,43.0,44.0,36.0,3.0,120.0,67.0,4.0,5.0,0.0,59.0,4.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,14.0,2.0,1.0,66.7
Raoul Bellanova,it ITA,DF,Torino,23-203,2000,14.0,13.0,1089.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.08,0.08,0.0,0.08,0.6,0.6,0.05,0.05,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.6,-0.6,431.0,576.0,74.8,7234.0,1952.0,209.0,237.0,88.2,171.0,224.0,76.3,38.0,73.0,52.1,11.0,19.0,11.0,8.0,35.0,467.0,107.0,3.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,104.0,2.0,16.0,26.0,2.15,22.0,0.0,0.0,1.0,3.0,0.25,3.0,0.0,0.0,0.0,0.0,10.0,7.0,4.0,6.0,0.0,7.0,2.0,5.0,8.0,10.0,0.0,676.0,25.0,136.0,311.0,239.0,20.0,676.0,401.0,59.0,22.0,5.0,434.0,14.0,7.0,0.0,9.0,21.0,0.0,0.0,0.0,0.0,52.0,13.0,13.0,50.0
Andrea Belotti,it ITA,"FW,DF",Roma,29-351,1993,10.0,4.0,479.0,3.0,2.0,0.0,0.0,0.0,0.0,0.56,0.38,0.94,0.56,0.94,2.1,2.1,0.4,0.4,5.3,6.0,0.0,46.2,1.13,0.23,0.5,0.16,0.9,0.9,87.0,114.0,76.3,1153.0,175.0,57.0,67.0,85.1,20.0,25.0,80.0,5.0,6.0,83.3,7.0,2.0,1.0,0.0,7.0,104.0,10.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,17.0,3.19,8.0,0.0,2.0,4.0,6.0,1.13,3.0,0.0,1.0,0.0,0.0,7.0,4.0,1.0,3.0,3.0,4.0,0.0,4.0,0.0,3.0,0.0,175.0,3.0,11.0,86.0,80.0,29.0,175.0,117.0,11.0,7.0,4.0,142.0,18.0,8.0,0.0,7.0,17.0,5.0,0.0,0.0,0.0,9.0,12.0,15.0,44.4
Lucas Beltrán,ar ARG,FW,Fiorentina,22-252,2001,12.0,7.0,501.0,1.0,1.0,1.0,1.0,1.0,0.0,0.18,0.18,0.36,0.0,0.18,1.3,0.5,0.23,0.08,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.07,-0.3,-0.5,87.0,111.0,78.4,1063.0,190.0,58.0,69.0,84.1,22.0,25.0,88.0,2.0,2.0,100.0,9.0,4.0,4.0,0.0,10.0,105.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,18.0,3.25,14.0,0.0,0.0,1.0,5.0,0.9,4.0,0.0,0.0,0.0,0.0,11.0,7.0,1.0,7.0,3.0,12.0,1.0,11.0,0.0,3.0,0.0,185.0,4.0,6.0,64.0,116.0,26.0,184.0,102.0,2.0,1.0,1.0,131.0,20.0,8.0,0.0,9.0,8.0,3.0,0.0,0.0,0.0,8.0,6.0,28.0,17.6
Ismaël Bennacer,dz ALG,MF,Milan,26-005,1997,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,33.0,20.0,1.0,1.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Domenico Berardi,it ITA,"FW,MF",Sassuolo,29-127,1994,12.0,12.0,1064.0,7.0,3.0,3.0,3.0,5.0,0.0,0.59,0.25,0.85,0.34,0.59,4.6,2.2,0.39,0.19,11.8,16.0,1.0,45.7,1.35,0.11,0.25,0.06,2.4,1.8,292.0,457.0,63.9,5616.0,1477.0,134.0,173.0,77.5,98.0,142.0,69.0,50.0,101.0,49.5,23.0,28.0,19.0,4.0,54.0,412.0,43.0,14.0,7.0,17.0,51.0,23.0,14.0,0.0,0.0,6.0,2.0,11.0,53.0,4.48,40.0,2.0,6.0,3.0,5.0,0.42,3.0,0.0,1.0,1.0,0.0,14.0,7.0,5.0,8.0,1.0,11.0,0.0,11.0,9.0,9.0,0.0,598.0,8.0,53.0,230.0,321.0,50.0,595.0,361.0,27.0,20.0,14.0,437.0,20.0,20.0,0.0,21.0,24.0,2.0,1.0,0.0,0.0,44.0,6.0,14.0,30.0
Bartosz Bereszyński,pl POL,DF,Empoli,31-147,1992,7.0,7.0,528.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,1.0,0.0,100.0,0.17,0.0,0.0,0.02,0.0,0.0,242.0,303.0,79.9,3618.0,1515.0,145.0,157.0,92.4,75.0,100.0,75.0,14.0,26.0,53.8,4.0,27.0,2.0,1.0,26.0,246.0,55.0,7.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,48.0,2.0,7.0,7.0,1.19,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,11.0,4.0,2.0,3.0,2.0,1.0,6.0,16.0,0.0,364.0,22.0,118.0,184.0,64.0,1.0,364.0,196.0,9.0,5.0,1.0,205.0,5.0,2.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,26.0,9.0,3.0,75.0
Etrit Berisha,al ALB,GK,Empoli,34-271,1989,12.0,12.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,425.0,68.0,7399.0,5050.0,64.0,64.0,100.0,150.0,152.0,98.7,75.0,205.0,36.6,0.0,6.0,0.0,0.0,0.0,298.0,123.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.17,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,455.0,390.0,453.0,2.0,0.0,0.0,455.0,270.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,21.0,6.0,0.0,100.0
Victor Bernth Kristiansen,dk DEN,DF,Bologna,20-355,2002,11.0,7.0,657.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.14,0.14,0.0,0.14,0.1,0.1,0.02,0.02,7.3,1.0,0.0,33.3,0.14,0.0,0.0,0.05,-0.1,-0.1,312.0,392.0,79.6,4854.0,1601.0,170.0,188.0,90.4,122.0,152.0,80.3,14.0,32.0,43.8,10.0,26.0,9.0,3.0,24.0,317.0,73.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,70.0,2.0,6.0,16.0,2.19,11.0,1.0,2.0,0.0,2.0,0.27,1.0,0.0,1.0,0.0,0.0,13.0,10.0,8.0,4.0,1.0,11.0,0.0,11.0,3.0,14.0,0.0,455.0,18.0,166.0,201.0,91.0,8.0,455.0,239.0,6.0,2.0,1.0,278.0,5.0,0.0,0.0,14.0,1.0,1.0,0.0,1.0,0.0,21.0,7.0,3.0,70.0
Beto,gw GNB,FW,Udinese,25-309,1998,1.0,1.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,90.9,128.0,26.0,7.0,8.0,87.5,3.0,3.0,100.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,7.0,10.0,1.0,17.0,15.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Sam Beukema,nl NED,DF,Bologna,25-019,1998,12.0,12.0,1080.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.08,0.08,0.0,0.08,0.4,0.4,0.04,0.04,12.0,1.0,0.0,25.0,0.08,0.0,0.0,0.11,-0.4,-0.4,721.0,808.0,89.2,13421.0,5092.0,273.0,287.0,95.1,381.0,405.0,94.1,55.0,96.0,57.3,3.0,33.0,1.0,0.0,28.0,778.0,29.0,24.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,6.0,0.5,6.0,0.0,0.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,17.0,9.0,11.0,6.0,0.0,14.0,7.0,7.0,7.0,44.0,0.0,903.0,124.0,494.0,405.0,8.0,3.0,903.0,588.0,4.0,2.0,1.0,642.0,2.0,1.0,0.0,11.0,7.0,0.0,0.0,1.0,0.0,78.0,20.0,10.0,66.7
Jaka Bijol,si SVN,DF,Udinese,24-304,1999,13.0,13.0,1170.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.06,0.06,13.0,2.0,0.0,33.3,0.15,0.0,0.0,0.13,-0.8,-0.8,426.0,531.0,80.2,8706.0,4070.0,136.0,158.0,86.1,221.0,254.0,87.0,63.0,103.0,61.2,2.0,28.0,2.0,0.0,35.0,509.0,20.0,16.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,0.23,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,16.0,22.0,4.0,0.0,17.0,11.0,6.0,14.0,68.0,1.0,674.0,110.0,390.0,266.0,19.0,16.0,674.0,343.0,4.0,1.0,0.0,356.0,2.0,2.0,0.0,18.0,5.0,0.0,0.0,0.0,0.0,55.0,47.0,13.0,78.3
Cristiano Biraghi,it ITA,DF,Fiorentina,31-096,1992,10.0,9.0,767.0,1.0,2.0,0.0,0.0,1.0,0.0,0.12,0.23,0.35,0.12,0.35,0.3,0.3,0.04,0.04,8.5,2.0,2.0,33.3,0.23,0.17,0.5,0.06,0.7,0.7,485.0,661.0,73.4,8641.0,2774.0,211.0,233.0,90.6,218.0,288.0,75.7,48.0,112.0,42.9,7.0,38.0,3.0,1.0,48.0,501.0,159.0,26.0,0.0,8.0,75.0,37.0,10.0,16.0,0.0,96.0,1.0,18.0,20.0,2.35,9.0,6.0,0.0,1.0,7.0,0.82,1.0,4.0,0.0,0.0,0.0,16.0,11.0,6.0,8.0,2.0,13.0,4.0,9.0,7.0,14.0,0.0,731.0,21.0,160.0,317.0,257.0,6.0,731.0,372.0,25.0,24.0,2.0,427.0,4.0,4.0,0.0,19.0,5.0,0.0,0.0,0.0,0.0,39.0,4.0,5.0,44.4
Davide Biraschi,it ITA,DF,Genoa,29-157,1994,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,1.0,1.0,0.0,100.0,1.0,1.0,1.0,0.1,0.9,0.9,31.0,37.0,83.8,684.0,308.0,6.0,7.0,85.7,18.0,21.0,85.7,7.0,9.0,77.8,0.0,2.0,1.0,0.0,5.0,28.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,48.0,5.0,20.0,21.0,7.0,1.0,48.0,19.0,0.0,2.0,0.0,21.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,100.0
Samuele Birindelli,it ITA,"DF,MF",Monza,24-140,1999,14.0,5.0,569.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.16,0.16,0.0,0.16,0.4,0.4,0.07,0.07,6.3,4.0,0.0,50.0,0.63,0.0,0.0,0.05,-0.4,-0.4,245.0,295.0,83.1,4160.0,1055.0,124.0,137.0,90.5,98.0,117.0,83.8,23.0,31.0,74.2,10.0,9.0,10.0,4.0,20.0,251.0,44.0,3.0,1.0,3.0,16.0,0.0,0.0,0.0,0.0,41.0,0.0,9.0,14.0,2.22,11.0,0.0,1.0,2.0,2.0,0.32,2.0,0.0,0.0,0.0,0.0,10.0,6.0,6.0,3.0,1.0,11.0,4.0,7.0,6.0,14.0,0.0,373.0,23.0,111.0,129.0,136.0,19.0,373.0,204.0,17.0,11.0,6.0,242.0,10.0,2.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,21.0,4.0,2.0,66.7
Alexis Blin,fr FRA,"MF,DF",Lecce,27-081,1996,10.0,3.0,388.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.46,0.46,0.0,0.46,0.4,0.4,0.09,0.09,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.4,-0.4,129.0,161.0,80.1,2225.0,604.0,60.0,69.0,87.0,56.0,64.0,87.5,11.0,17.0,64.7,2.0,13.0,2.0,1.0,9.0,148.0,11.0,9.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,1.16,4.0,0.0,1.0,0.0,2.0,0.47,1.0,0.0,1.0,0.0,0.0,8.0,3.0,1.0,7.0,0.0,4.0,0.0,4.0,6.0,9.0,0.0,206.0,13.0,51.0,130.0,25.0,5.0,206.0,96.0,1.0,0.0,0.0,103.0,2.0,2.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,29.0,8.0,16.0,33.3
Emil Bohinen,no NOR,MF,Salernitana,24-269,1999,12.0,7.0,535.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.01,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.02,-0.1,-0.1,262.0,333.0,78.7,4069.0,1031.0,130.0,153.0,85.0,103.0,121.0,85.1,16.0,24.0,66.7,5.0,18.0,2.0,0.0,26.0,321.0,12.0,11.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,2.02,10.0,0.0,0.0,1.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,8.0,6.0,5.0,3.0,0.0,8.0,2.0,6.0,14.0,6.0,1.0,406.0,13.0,101.0,237.0,74.0,4.0,406.0,208.0,7.0,8.0,0.0,262.0,10.0,5.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,42.0,11.0,10.0,52.4
Daniel Boloca,ro ROU,MF,Sassuolo,24-349,1998,13.0,13.0,1086.0,1.0,0.0,0.0,0.0,3.0,1.0,0.08,0.0,0.08,0.08,0.08,0.4,0.4,0.03,0.03,12.1,3.0,0.0,42.9,0.25,0.14,0.33,0.05,0.6,0.6,573.0,613.0,93.5,10408.0,2618.0,218.0,230.0,94.8,290.0,299.0,97.0,53.0,63.0,84.1,11.0,56.0,2.0,1.0,55.0,605.0,8.0,8.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,2.9,30.0,0.0,0.0,0.0,4.0,0.33,4.0,0.0,0.0,0.0,0.0,28.0,18.0,10.0,15.0,3.0,15.0,8.0,7.0,11.0,11.0,2.0,719.0,46.0,195.0,406.0,130.0,7.0,719.0,429.0,14.0,19.0,0.0,500.0,16.0,10.0,0.0,11.0,6.0,0.0,0.0,1.0,0.0,94.0,8.0,7.0,53.3
Giacomo Bonaventura,it ITA,MF,Fiorentina,34-106,1989,14.0,13.0,1075.0,6.0,2.0,0.0,0.0,4.0,0.0,0.5,0.17,0.67,0.5,0.67,2.8,2.8,0.23,0.23,11.9,7.0,0.0,26.9,0.59,0.23,0.86,0.11,3.2,3.2,476.0,572.0,83.2,7887.0,1929.0,224.0,256.0,87.5,184.0,204.0,90.2,46.0,71.0,64.8,22.0,51.0,21.0,6.0,72.0,550.0,21.0,3.0,10.0,2.0,26.0,1.0,1.0,0.0,0.0,3.0,1.0,17.0,41.0,3.43,35.0,1.0,3.0,2.0,4.0,0.33,4.0,0.0,0.0,0.0,0.0,12.0,5.0,1.0,4.0,7.0,11.0,0.0,11.0,4.0,4.0,0.0,683.0,5.0,51.0,375.0,265.0,29.0,683.0,469.0,26.0,29.0,6.0,521.0,21.0,15.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,62.0,3.0,9.0,25.0
Federico Bonazzoli,it ITA,"FW,MF",Hellas Verona,26-199,1997,13.0,5.0,538.0,1.0,0.0,0.0,0.0,2.0,0.0,0.17,0.0,0.17,0.17,0.17,1.2,1.2,0.2,0.2,6.0,9.0,0.0,47.4,1.51,0.05,0.11,0.06,-0.2,-0.2,162.0,207.0,78.3,2617.0,313.0,96.0,113.0,85.0,44.0,56.0,78.6,18.0,18.0,100.0,5.0,13.0,4.0,0.0,16.0,198.0,8.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,20.0,3.35,18.0,0.0,2.0,0.0,2.0,0.33,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0,2.0,1.0,0.0,268.0,1.0,10.0,136.0,124.0,26.0,268.0,183.0,7.0,6.0,2.0,213.0,21.0,7.0,0.0,4.0,12.0,5.0,0.0,0.0,0.0,17.0,5.0,7.0,41.7
Warren Bondo,fr FRA,MF,Monza,20-082,2003,5.0,1.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.16,0.16,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.14,-0.3,-0.3,61.0,76.0,80.3,941.0,206.0,31.0,33.0,93.9,27.0,30.0,90.0,1.0,1.0,100.0,1.0,3.0,0.0,0.0,8.0,73.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,4.01,5.0,0.0,1.0,0.0,2.0,1.15,1.0,0.0,1.0,0.0,0.0,5.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,92.0,2.0,24.0,47.0,22.0,4.0,92.0,60.0,4.0,4.0,0.0,56.0,2.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,50.0
Giovanni Bonfanti,it ITA,DF,Atalanta,20-323,2003,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,52.0,3.0,1.0,1.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,4.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
