player,nationality,position,team,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Nicolò Casale,it ITA,DF,Lazio,25-295,1998,6.0,6.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.1,6.0,1.0,0.0,33.3,0.17,0.0,0.0,0.19,-0.6,-0.6,338.0,361.0,93.6,6308.0,2242.0,123.0,136.0,90.4,180.0,184.0,97.8,30.0,33.0,90.9,1.0,36.0,0.0,0.0,26.0,352.0,9.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.67,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,6.0,0.0,0.0,4.0,4.0,0.0,3.0,24.0,0.0,404.0,50.0,177.0,219.0,13.0,2.0,404.0,247.0,9.0,6.0,0.0,286.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,9.0,5.0,64.3
Giuseppe Caso,it ITA,"FW,MF",Frosinone,24-362,1998,10.0,2.0,312.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.05,0.05,3.5,2.0,0.0,50.0,0.58,0.0,0.0,0.04,-0.2,-0.2,69.0,81.0,85.2,819.0,273.0,45.0,48.0,93.8,13.0,18.0,72.2,3.0,4.0,75.0,2.0,3.0,5.0,0.0,15.0,77.0,4.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,2.6,4.0,1.0,0.0,2.0,1.0,0.29,0.0,1.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,1.0,10.0,43.0,81.0,10.0,128.0,87.0,14.0,12.0,6.0,96.0,10.0,6.0,0.0,4.0,7.0,1.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0
Valentín Castellanos,ar ARG,FW,Lazio,25-064,1998,12.0,5.0,475.0,1.0,2.0,0.0,0.0,0.0,0.0,0.19,0.38,0.57,0.19,0.57,2.9,2.9,0.55,0.55,5.3,5.0,1.0,22.7,0.95,0.05,0.2,0.13,-1.9,-1.9,81.0,129.0,62.8,1085.0,299.0,48.0,65.0,73.8,21.0,33.0,63.6,4.0,7.0,57.1,7.0,3.0,4.0,0.0,13.0,118.0,10.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,14.0,2.67,10.0,0.0,1.0,2.0,4.0,0.76,3.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,2.0,8.0,7.0,0.0,7.0,1.0,6.0,0.0,199.0,5.0,13.0,97.0,93.0,36.0,199.0,91.0,5.0,6.0,2.0,139.0,18.0,5.0,0.0,13.0,9.0,4.0,0.0,0.0,0.0,15.0,17.0,18.0,48.6
Samu Castillejo,es ESP,"MF,FW",Sassuolo,28-322,1995,10.0,3.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.08,0.08,3.1,2.0,0.0,33.3,0.64,0.0,0.0,0.04,-0.3,-0.3,135.0,176.0,76.7,1961.0,361.0,78.0,87.0,89.7,47.0,61.0,77.0,6.0,18.0,33.3,7.0,6.0,4.0,2.0,13.0,163.0,13.0,6.0,0.0,1.0,17.0,5.0,1.0,3.0,0.0,2.0,0.0,3.0,13.0,4.12,10.0,1.0,1.0,0.0,1.0,0.32,1.0,0.0,0.0,0.0,0.0,6.0,5.0,3.0,2.0,1.0,7.0,0.0,7.0,0.0,1.0,0.0,223.0,1.0,22.0,80.0,126.0,12.0,223.0,162.0,19.0,14.0,7.0,175.0,10.0,11.0,0.0,6.0,8.0,1.0,0.0,0.0,0.0,19.0,2.0,6.0,25.0
Danilo Cataldi,it ITA,MF,Lazio,29-122,1994,11.0,7.0,644.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.01,7.2,1.0,0.0,25.0,0.14,0.0,0.0,0.02,-0.1,-0.1,347.0,405.0,85.7,5548.0,1634.0,192.0,205.0,93.7,126.0,142.0,88.7,23.0,45.0,51.1,7.0,30.0,2.0,0.0,33.0,375.0,29.0,12.0,0.0,0.0,22.0,15.0,3.0,12.0,0.0,2.0,1.0,1.0,13.0,1.82,7.0,5.0,0.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,9.0,1.0,4.0,4.0,1.0,9.0,5.0,4.0,10.0,12.0,1.0,461.0,21.0,105.0,292.0,70.0,0.0,461.0,220.0,4.0,4.0,0.0,298.0,4.0,2.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,61.0,5.0,1.0,83.3
Emil Ceide,no NOR,"MF,FW",Sassuolo,22-094,2001,4.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.08,0.08,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.08,-0.1,-0.1,23.0,32.0,71.9,276.0,74.0,16.0,20.0,80.0,5.0,6.0,83.3,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,32.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,45.0,0.0,6.0,15.0,26.0,3.0,45.0,29.0,6.0,3.0,2.0,35.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0
Zeki Çelik,tr TUR,"DF,MF",Roma,26-292,1997,5.0,1.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,44.0,81.8,649.0,307.0,15.0,18.0,83.3,15.0,17.0,88.2,4.0,6.0,66.7,0.0,1.0,0.0,0.0,4.0,39.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,59.0,5.0,23.0,26.0,10.0,0.0,59.0,29.0,1.0,3.0,0.0,33.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,50.0
Michele Cerofolini,it ITA,GK,Frosinone,24-336,1999,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,50.0,342.0,254.0,5.0,5.0,100.0,7.0,7.0,100.0,4.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,24.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,30.0,34.0,0.0,0.0,0.0,34.0,23.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Walid Cheddira,ma MAR,FW,Frosinone,25-318,1998,12.0,8.0,736.0,1.0,1.0,1.0,1.0,0.0,0.0,0.12,0.12,0.24,0.0,0.12,2.8,2.0,0.34,0.24,8.2,3.0,0.0,23.1,0.37,0.0,0.0,0.15,-1.8,-2.0,87.0,131.0,66.4,1131.0,175.0,51.0,70.0,72.9,21.0,30.0,70.0,5.0,5.0,100.0,5.0,4.0,1.0,0.0,5.0,120.0,9.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,12.0,1.46,8.0,0.0,3.0,1.0,4.0,0.49,2.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,7.0,0.0,201.0,8.0,13.0,92.0,97.0,27.0,200.0,124.0,8.0,2.0,4.0,161.0,23.0,11.0,0.0,6.0,11.0,7.0,1.0,0.0,0.0,9.0,11.0,23.0,32.4
Federico Chiesa,it ITA,FW,Juventus,26-042,1997,13.0,11.0,925.0,4.0,1.0,0.0,0.0,1.0,0.0,0.39,0.1,0.49,0.39,0.49,3.1,3.1,0.3,0.3,10.3,10.0,3.0,34.5,0.97,0.14,0.4,0.11,0.9,0.9,200.0,284.0,70.4,2956.0,966.0,116.0,145.0,80.0,59.0,81.0,72.8,15.0,31.0,48.4,15.0,17.0,19.0,5.0,31.0,255.0,26.0,5.0,2.0,1.0,34.0,13.0,7.0,3.0,0.0,6.0,3.0,8.0,38.0,3.69,22.0,5.0,2.0,4.0,3.0,0.29,2.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,2.0,3.0,7.0,1.0,6.0,3.0,4.0,0.0,396.0,4.0,35.0,131.0,237.0,55.0,396.0,257.0,50.0,31.0,25.0,290.0,19.0,13.0,0.0,3.0,18.0,3.0,0.0,0.0,0.0,29.0,0.0,1.0,0.0
Oliver Christensen,dk DEN,GK,Fiorentina,24-259,1999,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,86.0,76.7,1928.0,1329.0,8.0,8.0,100.0,28.0,30.0,93.3,29.0,47.0,61.7,0.0,1.0,0.0,0.0,0.0,75.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,68.0,90.0,0.0,0.0,0.0,90.0,61.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
Samuel Chukwueze,ng NGA,FW,Milan,24-198,1999,10.0,5.0,445.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.7,0.7,0.13,0.13,4.9,2.0,0.0,15.4,0.4,0.0,0.0,0.05,-0.7,-0.7,124.0,164.0,75.6,1972.0,407.0,65.0,79.0,82.3,42.0,55.0,76.4,10.0,17.0,58.8,2.0,6.0,8.0,0.0,16.0,157.0,6.0,0.0,2.0,1.0,11.0,3.0,2.0,0.0,0.0,3.0,1.0,5.0,9.0,1.82,5.0,0.0,2.0,0.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,14.0,4.0,7.0,5.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,248.0,4.0,31.0,99.0,118.0,27.0,248.0,165.0,23.0,9.0,11.0,177.0,13.0,10.0,0.0,5.0,4.0,2.0,0.0,0.0,0.0,24.0,5.0,10.0,33.3
Patrick Ciurria,it ITA,"DF,MF",Monza,28-300,1995,13.0,12.0,1003.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.09,0.09,0.0,0.09,1.1,1.1,0.1,0.1,11.1,7.0,0.0,35.0,0.63,0.0,0.0,0.06,-1.1,-1.1,466.0,580.0,80.3,7514.0,2358.0,234.0,261.0,89.7,192.0,240.0,80.0,27.0,44.0,61.4,23.0,33.0,21.0,7.0,53.0,509.0,70.0,5.0,2.0,2.0,37.0,3.0,0.0,2.0,0.0,62.0,1.0,17.0,42.0,3.77,36.0,1.0,2.0,0.0,2.0,0.18,1.0,0.0,1.0,0.0,0.0,13.0,9.0,5.0,6.0,2.0,10.0,5.0,5.0,6.0,15.0,0.0,681.0,23.0,155.0,265.0,268.0,27.0,681.0,417.0,34.0,31.0,9.0,495.0,13.0,2.0,0.0,17.0,7.0,4.0,0.0,1.0,0.0,40.0,4.0,5.0,44.4
Lorenzo Colombo,it ITA,FW,Monza,21-273,2002,12.0,10.0,854.0,3.0,1.0,0.0,0.0,1.0,0.0,0.32,0.11,0.42,0.32,0.42,2.7,2.7,0.29,0.29,9.5,8.0,0.0,29.6,0.84,0.11,0.38,0.1,0.3,0.3,121.0,166.0,72.9,1770.0,395.0,72.0,94.0,76.6,31.0,39.0,79.5,10.0,13.0,76.9,6.0,5.0,3.0,0.0,17.0,163.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,23.0,2.42,15.0,0.0,3.0,1.0,4.0,0.42,2.0,0.0,0.0,0.0,0.0,13.0,10.0,3.0,7.0,3.0,7.0,2.0,5.0,0.0,9.0,0.0,293.0,12.0,21.0,147.0,129.0,51.0,293.0,190.0,12.0,6.0,10.0,225.0,44.0,23.0,0.0,12.0,13.0,4.0,0.0,0.0,0.0,25.0,13.0,32.0,28.9
Andrea Colpani,it ITA,"MF,FW",Monza,24-209,1999,14.0,14.0,1031.0,6.0,1.0,0.0,0.0,0.0,0.0,0.52,0.09,0.61,0.52,0.61,2.1,2.1,0.18,0.18,11.5,11.0,3.0,39.3,0.96,0.21,0.55,0.08,3.9,3.9,316.0,417.0,75.8,5653.0,1442.0,139.0,159.0,87.4,134.0,162.0,82.7,34.0,68.0,50.0,24.0,25.0,21.0,3.0,59.0,366.0,45.0,5.0,2.0,10.0,49.0,35.0,11.0,20.0,0.0,5.0,6.0,8.0,50.0,4.36,38.0,6.0,2.0,1.0,3.0,0.26,2.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,5.0,3.0,0.0,0.0,0.0,4.0,7.0,0.0,523.0,6.0,41.0,196.0,292.0,42.0,523.0,356.0,46.0,26.0,17.0,409.0,16.0,16.0,0.0,13.0,17.0,0.0,0.0,0.0,0.0,29.0,3.0,9.0,25.0
Pietro Comuzzo,it ITA,"DF,FW",Fiorentina,18-289,2005,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,83.3,99.0,23.0,1.0,1.0,100.0,4.0,4.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,2.0,5.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
Andrea Consigli,it ITA,GK,Sassuolo,36-313,1987,12.0,12.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,447.0,73.8,9015.0,5963.0,58.0,58.0,100.0,152.0,153.0,99.3,116.0,232.0,50.0,0.0,7.0,1.0,0.0,0.0,316.0,131.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,488.0,398.0,484.0,4.0,0.0,0.0,488.0,266.0,0.0,0.0,0.0,223.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,100.0
Diego Coppola,it ITA,DF,Hellas Verona,19-343,2003,7.0,4.0,376.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,0.03,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.07,-0.1,-0.1,156.0,197.0,79.2,2989.0,1080.0,50.0,61.0,82.0,89.0,101.0,88.1,15.0,27.0,55.6,0.0,4.0,0.0,0.0,6.0,190.0,6.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,7.0,2.0,1.0,6.0,3.0,3.0,5.0,29.0,1.0,262.0,34.0,167.0,92.0,5.0,2.0,262.0,123.0,0.0,0.0,0.0,124.0,2.0,1.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,29.0,18.0,11.0,62.1
Tommaso Corazza,it ITA,DF,Bologna,19-160,2004,6.0,1.0,148.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.06,0.06,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.1,-0.1,81.0,98.0,82.7,1114.0,380.0,49.0,53.0,92.5,25.0,27.0,92.6,3.0,8.0,37.5,0.0,3.0,2.0,1.0,9.0,74.0,24.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,22.0,0.0,7.0,2.0,1.22,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,7.0,1.0,0.0,2.0,0.0,2.0,4.0,2.0,0.0,119.0,4.0,42.0,44.0,36.0,5.0,119.0,67.0,7.0,4.0,1.0,72.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0
Jeppe Corfitzen,dk DEN,FW,Lecce,18-342,2004,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,33.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,3.0,0.0,6.0,4.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Benoît Costil,fr FRA,GK,Salernitana,36-156,1987,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,107.0,66.4,2106.0,1624.0,11.0,11.0,100.0,31.0,31.0,100.0,29.0,65.0,44.6,0.0,1.0,0.0,0.0,0.0,76.0,31.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,121.0,112.0,121.0,0.0,0.0,0.0,121.0,65.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Lassana Coulibaly,ml MLI,MF,Salernitana,27-240,1996,10.0,9.0,740.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.12,0.12,0.0,0.12,0.1,0.1,0.02,0.02,8.2,1.0,0.0,20.0,0.12,0.0,0.0,0.03,-0.1,-0.1,214.0,264.0,81.1,3331.0,952.0,117.0,133.0,88.0,82.0,96.0,85.4,10.0,17.0,58.8,6.0,22.0,3.0,0.0,28.0,257.0,5.0,5.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,14.0,1.7,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13.0,8.0,7.0,2.0,12.0,1.0,11.0,7.0,14.0,0.0,364.0,18.0,80.0,211.0,79.0,8.0,364.0,210.0,14.0,13.0,0.0,222.0,21.0,16.0,0.0,14.0,15.0,0.0,0.0,0.0,0.0,47.0,9.0,13.0,40.9
Mamadou Coulibaly,sn SEN,DF,Salernitana,24-306,1999,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,33.3,6.0,1.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alessio Cragno,it ITA,GK,Sassuolo,29-161,1994,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,66.0,62.1,1105.0,787.0,12.0,12.0,100.0,14.0,14.0,100.0,15.0,40.0,37.5,0.0,1.0,0.0,0.0,0.0,41.0,25.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,73.0,61.0,73.0,0.0,0.0,0.0,73.0,31.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryan Cristante,it ITA,"MF,DF",Roma,28-278,1995,14.0,14.0,1260.0,2.0,2.0,0.0,0.0,2.0,0.0,0.14,0.14,0.29,0.14,0.29,1.9,1.9,0.14,0.14,14.0,3.0,0.0,14.3,0.21,0.1,0.67,0.09,0.1,0.1,666.0,813.0,81.9,12044.0,3906.0,261.0,303.0,86.1,318.0,359.0,88.6,66.0,100.0,66.0,12.0,76.0,11.0,0.0,88.0,795.0,14.0,12.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,2.0,4.0,15.0,30.0,2.14,28.0,0.0,2.0,0.0,5.0,0.36,4.0,0.0,1.0,0.0,0.0,26.0,14.0,15.0,9.0,2.0,13.0,4.0,9.0,14.0,27.0,0.0,939.0,51.0,243.0,558.0,145.0,27.0,939.0,527.0,17.0,17.0,0.0,676.0,10.0,9.0,0.0,30.0,6.0,2.0,0.0,1.0,0.0,89.0,34.0,21.0,61.8
Juan Cruz,ar ARG,"FW,MF",Hellas Verona,24-140,1999,2.0,1.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,62.5,93.0,21.0,10.0,14.0,71.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,1.0,11.0,9.0,1.0,21.0,9.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,33.3
Juan Cuadrado,co COL,DF,Inter,35-194,1988,6.0,0.0,136.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.32,1.32,0.0,1.32,0.1,0.1,0.09,0.09,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.03,-0.1,-0.1,73.0,88.0,83.0,1233.0,342.0,38.0,38.0,100.0,24.0,33.0,72.7,7.0,12.0,58.3,5.0,4.0,4.0,2.0,6.0,77.0,11.0,1.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,7.0,4.63,6.0,0.0,1.0,0.0,2.0,1.32,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,107.0,1.0,18.0,50.0,40.0,8.0,107.0,72.0,12.0,7.0,5.0,78.0,2.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
Marvin Cuni,al ALB,FW,Frosinone,22-149,2001,11.0,6.0,458.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,1.3,1.3,0.25,0.25,5.1,2.0,0.0,22.2,0.39,0.11,0.5,0.14,-0.3,-0.3,67.0,94.0,71.3,809.0,74.0,40.0,49.0,81.6,15.0,22.0,68.2,3.0,4.0,75.0,4.0,2.0,1.0,0.0,5.0,83.0,10.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,11.0,2.17,6.0,0.0,1.0,2.0,1.0,0.2,0.0,0.0,0.0,1.0,0.0,5.0,3.0,1.0,2.0,2.0,9.0,1.0,8.0,1.0,0.0,0.0,162.0,1.0,10.0,79.0,75.0,22.0,162.0,86.0,3.0,4.0,2.0,120.0,19.0,10.0,0.0,9.0,10.0,2.0,1.0,0.0,0.0,15.0,14.0,22.0,38.9
